21.83, 55.62
21.94, 59.54
22.04, 54.43
22.14, 53.24
22.24, 52.90
22.34, 54.26
22.44, 52.39
22.55, 54.19
22.54, 69.33
22.54, 84.40
22.65, 52.39
22.75, 55.79
22.85, 55.79
22.95, 52.73
23.05, 52.73
23.15, 52.56
23.25, 53.92
23.36, 52.58
23.42, 82.36
23.43, 69.42
23.46, 53.02
23.56, 53.07
23.66, 57.50
23.76, 54.60
23.86, 53.92
23.96, 52.90
24.07, 55.45
24.17, 53.24
24.27, 55.28
24.29, 77.76
24.28, 70.10
24.37, 52.56
24.47, 55.62
24.57, 57.33
24.67, 54.26
24.78, 53.24
24.88, 54.09
24.98, 54.77
25.08, 52.56
25.16, 80.31
25.16, 67.03
25.18, 52.73
25.28, 53.58
25.38, 57.67
25.49, 55.11
25.59, 54.43
25.69, 53.07
25.79, 54.60
25.89, 53.92
26.00, 54.48
26.03, 66.21
26.03, 83.38
26.09, 51.20
26.20, 54.26
26.30, 56.99
26.40, 52.90
26.50, 53.41
26.60, 52.90
26.70, 54.09
26.80, 51.54
26.91, 52.96
26.90, 75.41
27.01, 52.39
27.11, 56.30
27.21, 54.94
27.31, 53.07
27.41, 52.73
27.51, 53.58
27.62, 53.07
27.71, 52.56
27.76, 70.10
27.77, 85.42
27.81, 52.39
27.83, 48.30
27.94, 54.77
28.04, 57.84
28.14, 52.90
28.24, 52.73
28.34, 53.07
28.44, 53.58
28.55, 51.27
28.62, 84.40
28.62, 72.14
28.64, 54.77
28.68, 49.41
28.78, 54.60
28.88, 59.71
28.99, 54.94
29.09, 54.43
29.19, 54.60
29.29, 55.11
29.39, 53.24
29.48, 69.08
29.49, 52.09
29.48, 88.49
29.59, 55.28
29.70, 60.73
29.80, 58.01
29.90, 56.13
30.00, 56.13
30.10, 56.82
30.20, 54.77
30.31, 54.39
30.32, 70.91
30.32, 88.49
30.41, 53.41
30.51, 58.35
30.61, 60.90
30.71, 56.30
30.81, 56.13
30.91, 56.13
31.01, 56.99
31.12, 55.50
31.17, 67.27
31.17, 86.44
31.22, 52.22
31.32, 56.13
31.42, 61.07
31.52, 55.79
31.62, 54.60
31.72, 54.94
31.83, 56.30
31.93, 53.24
32.02, 54.34
32.02, 80.31
32.02, 70.10
32.13, 53.92
32.23, 57.67
32.33, 56.47
32.43, 54.94
32.54, 54.77
32.64, 55.28
32.74, 55.11
32.85, 55.68
32.88, 80.83
32.88, 69.08
32.94, 53.24
33.04, 55.62
33.15, 59.20
33.25, 55.28
33.35, 54.77
33.45, 54.77
33.55, 55.96
33.65, 54.26
33.73, 69.59
33.75, 55.06
33.74, 84.40
33.81, 53.49
33.91, 56.30
34.01, 58.69
34.11, 54.77
34.21, 54.77
34.31, 54.94
34.41, 56.47
34.51, 54.43
34.60, 67.37
34.62, 53.95
34.60, 85.42
34.68, 52.47
34.77, 56.47
34.87, 59.54
34.94, 56.82
